"rank","name","rating","rank_change","rating_change"
"1","이세돌","14,383","-","-165"
"2","이창호","13,904","-","-330"
"3","목진석","12,714","-","82"
"4","강동윤","12,231","-","173"
"5","조한승","11,924","-","-36"
"6","박정상","11,880","3","264"
"7","원성진","11,770","-","-36"
"8","박영훈","11,738","2","-192"
"9","최철한","11,535","1","78"
"10","홍성지","11,527","2","-158"
"11","강유택","11,193","5","244"
"12","이영구","11,148","-","-68"
"13","한상훈","11,133","2","-148"
"14","윤준상","11,066","-","-33"
"15","백홍석","11,001","2","-182"
"16","조훈현","10,995","1","71"
"17","최원용","10,908","2","-91"
"18","김형우","10,902","3","55"
"19","최명훈","10,898","-","38"
"20","허영호","10,875","2","-14"
"21","박정환","10,845","2","41"
"22","김지석","10,824","-","-20"
"23","홍민표","10,769","3","-82"
"24","고근태","10,720","-","-44"
"25","안조영","10,639","9","88"
"26","김승재","10,632","-","-70"
"27","유창혁","10,631","2","-101"
"28","송태곤","10,630","1","-59"
"29","박승화","10,617","-","-20"
"30","김승준","10,584","3","17"
"31","윤찬희","10,557","12","105"
"32","이원도","10,551","-","-18"
"33","한종진","10,546","3","-78"
"34","김기용","10,536","1","-9"
"35","온소진","10,530","7","-111"
"36","이현호","10,509","-","-19"
"37","이상훈小","10,504","6","-76"
"38","김성룡","10,499","11","121"
"39","이춘규","10,490","8","78"
"40","류동완","10,475","3","-51"
"41","진시영","10,465","3","-44"
"42","김주호","10,462","1","-10"
"43","이정우","10,455","4","-31"
"44","배준희","10,454","4","-27"
"45","윤성현","10,414","1","-6"
"46","윤혁","10,397","4","-67"
"47","이재웅","10,382","3","-67"
"48","전영규","10,382","진 입",""
"49","박승철","10,373","4","-52"
"50","양재호","10,337","진 입",""
