"rank","name","rating","rank_change","rating_change"
"1","박정환","10,036","-","-34"
"2","김지석","9,838","1","17"
"3","신진서","9,833","1","11"
"4","이세돌","9,719","-","-62"
"5","변상일","9,703","-","2"
"6","박영훈","9,653","-","3"
"7","나 현","9,613","-","3"
"8","신민준","9,611","4","51"
"9","안성준","9,603","1","0"
"10","이동훈","9,584","1","-13"
"11","최철한","9,576","1","-15"
"11","이영구","9,576","-","13"
"13","강동윤","9,566","2","34"
"14","조한승","9,559","-","15"
"15","이지현(남)","9,523","1","3"
"16","김명훈","9,521","3","-24"
"17","원성진","9,517","-","3"
"18","박진솔","9,496","1","17"
"19","윤준상","9,488","1","10"
"20","홍성지","9,472","2","-13"
"21","이원영","9,459","2","16"
"22","강유택","9,454","-","0"
"23","허영호","9,452","2","-4"
"24","김승재","9,407","3","11"
"25","강승민","9,406","1","-15"
"26","정서준","9,393","진 입",""
"27","김정현","9,391","1","-6"
"28","송지훈","9,380","2","-1"
"29","안국현","9,371","4","-34"
"30","백홍석","9,370","2","-23"
"31","류민형","9,369","2","-21"
"32","박민규","9,355","8","53"
"33","한승주","9,347","1","10"
"34","한태희","9,342","3","-2"
"35","이창호","9,336","2","0"
"36","윤찬희","9,320","2","14"
"37","홍기표","9,319","2","3"
"37","이창석","9,319","2","14"
"39","민상연","9,316","4","0"
"40","류수항","9,309","2","12"
"41","목진석","9,305","-","6"
"42","박승화","9,300","5","-10"
"43","김현찬","9,299","9","-22"
"44","최 정","9,293","-","4"
"45","설현준","9,290","-","7"
"46","송태곤","9,282","1","3"
"47","한상훈","9,280","4","-15"
"48","최재영","9,276","2","-6"
"49","진시영","9,271","-","3"
"50","안조영","9,268","-","5"
"51","김세동","9,267","3","-9"
"52","이태현","9,263","2","0"
"53","김기용","9,255","1","11"
"54","안형준","9,239","1","13"
"55","이호범","9,228","2","-9"
"56","박정상","9,221","2","-6"
"57","김주호","9,216","-","0"
"58","박창명","9,214","-","0"
"59","이원도","9,212","1","8"
"60","한웅규","9,208","2","-6"
"61","고근태","9,203","-","3"
"62","이춘규","9,202","6","-23"
"63","안정기","9,192","1","13"
"64","위태웅","9,184","2","-11"
"65","온소진","9,181","2","12"
"66","박건호","9,180","1","8"
"67","김형우","9,178","4","-10"
"68","홍민표","9,156","2","-14"
"69","김동호","9,151","1","0"
"69","박하민","9,151","14","40"
"71","조인선","9,149","7","32"
"72","유병용","9,146","-","6"
"73","송규상","9,145","4","-11"
"74","조훈현","9,144","3","0"
"75","김성진","9,138","7","-22"
"75","심재익","9,138","1","9"
"77","이형진","9,130","4","-2"
"78","박재근","9,127","1","5"
"79","유창혁","9,125","4","0"
"80","박준석","9,117","4","-7"
"81","홍무진","9,114","1","0"
"82","김진휘","9,109","4","-8"
"83","김민호","9,106","3","-8"
"84","송상훈","9,101","2","-11"
"85","최기훈","9,099","1","4"
"85","이정우","9,099","-","9"
"87","강병권","9,088","1","0"
"88","진동규","9,086","1","0"
"89","이상헌","9,085","5","19"
"90","백찬희","9,071","-","-1"
"91","박영롱","9,070","-","0"
"91","황재연","9,070","3","-7"
"93","이재웅","9,056","2","0"
"94","이범진","9,053","2","0"
"94","박시열","9,053","5","-21"
"96","최명훈","9,051","4","-18"
"97","이희성","9,048","1","0"
"98","박경근","9,044","1","6"
"99","신윤호","9,042","6","-26"
"100","김남훈","9,041","3","-8"
