"date","winner","loser"
"2013.12.27","조한승","홍성지"
"2013.12.27","신민준","변상일"
"2013.12.26","신진서","나 현"
"2013.12.25","창하오","유창혁"
"2013.12.25","구리","조훈현"
"2013.12.25","쿵제","이창호"
"2013.12.24","스웨","구리"
"2013.12.24","천야오예","쿵제"
"2013.12.24","저우루이양","창하오"
"2013.12.24","최철한","유창혁"
"2013.12.24","박정환","이창호"
"2013.12.24","강동윤","조훈현"
"2013.12.24","서봉수","박지은"
"2013.12.24","안조영","서능욱"
"2013.12.24","강유택","김세동"
"2013.12.24","안국현","온소진"
"2013.12.23","미조카미 도모치카","쿵제"
"2013.12.23","창하오","류시훈"
"2013.12.23","구리","왕밍완"
"2013.12.23","이창호","ZHAONIANCHEN(아마)마이클첸"
"2013.12.23","유창혁","인밍밍Yin Mingming"
"2013.12.23","조훈현","장밍주"
"2013.12.23","박정환","왕위안쥔"
"2013.12.23","최철한","샤오정하오"
"2013.12.23","강동윤","린즈한"
"2013.12.23","이세돌","이지현(남)"
"2013.12.23","류수항","이호범"
"2013.12.23","김정현","조한승"
"2013.12.22","조치훈","ZHAONIANCHEN(아마)마이클첸"
"2013.12.22","고바야시 고이치","인밍밍Yin Mingming"
"2013.12.22","다케미야 마사키","장밍주"
"2013.12.22","조치훈","왕위안쥔"
"2013.12.22","샤오정하오","고바야시 고이치"
"2013.12.22","린즈한","다케미야 마사키"
"2013.12.22","천야오예","왕위안쥔"
"2013.12.22","저우루이양","샤오정하오"
"2013.12.22","스웨","린즈한"
"2013.12.22","이창호","쿵제"
"2013.12.22","창하오","유창혁"
"2013.12.22","구리","조훈현"
"2013.12.22","박정환","천야오예"
"2013.12.22","최철한","저우루이양"
"2013.12.22","스웨","강동윤"
"2013.12.22","박정환","쿵제"
"2013.12.22","최철한","창하오"
"2013.12.22","구리","강동윤"
"2013.12.21","천야오예","조치훈"
"2013.12.21","저우루이양","고바야시 고이치"
"2013.12.21","스웨","다케미야 마사키"
"2013.12.21","천야오예","ZHAONIANCHEN(아마)마이클첸"
"2013.12.21","저우루이양","인밍밍Yin Mingming"
"2013.12.21","스웨","장밍주"
"2013.12.21","샤오정하오","유창혁"
"2013.12.21","왕위안쥔","이창호"
"2013.12.21","조훈현","린즈한"
"2013.12.21","박정환","미조카미 도모치카"
"2013.12.21","강동윤","왕밍완"
"2013.12.21","최철한","류시훈"
"2013.12.21","이세돌","김성진"
"2013.12.21","김정현","김현찬"
"2013.12.21","강유택","김세동"
"2013.12.20","김세동","온소진"
"2013.12.20","이세돌","안국현"
"2013.12.19","목진석","이영구"
"2013.12.19","김정현","조한승"
"2013.12.19","김성진","강유택"
"2013.12.19","이지현(남)","이호범"
"2013.12.18","신민준","최영찬"
"2013.12.17","변상일","양우석"
"2013.12.17","이세돌","한상훈"
"2013.12.17","박영훈","이세돌"
"2013.12.16","린쥔옌","파볼(아마)"
"2013.12.16","일리야 식신(아마)","왕위안쥔"
"2013.12.16","저우쥔쉰","판후이"
"2013.12.16","용페이(아마)","쓰루타 가즈시"
"2013.12.16","히라타 도모야","고대혁(아마)"
"2013.12.16","후지타 아키히코","양후이런"
"2013.12.16","위즈잉","왕천싱"
"2013.12.16","저우루이양","김지석"
"2013.12.16","조한승","왕시"
"2013.12.16","박정환","판팅위"
"2013.12.16","조훈현","최규병"
"2013.12.15","린쥔옌","쓰루타 가즈시"
"2013.12.15","왕윈중","히라타 도모야"
"2013.12.15","후지타 아키히코","저우쥔쉰"
"2013.12.15","왕시","파볼(아마)"
"2013.12.15","저우루이양","일리야 식신(아마)"
"2013.12.15","판팅위","판후이"
"2013.12.15","장정핑","스베타(자국)"
"2013.12.15","왕천싱","박지은"
"2013.12.15","박지은","장정핑"
"2013.12.15","왕천싱","스베타(자국)"
"2013.12.15","조한승","용페이(아마)"
"2013.12.15","김지석","고대혁(아마)"
"2013.12.15","박정환","양후이런"
"2013.12.15","최철한","이세돌"
"2013.12.14","왕시","쓰루타 가즈시"
"2013.12.14","저우루이양","히라타 도모야"
"2013.12.14","판팅위","후지타 아키히코"
"2013.12.14","린쥔옌","용페이(아마)"
"2013.12.14","왕위안쥔","고대혁(아마)"
"2013.12.14","저우쥔쉰","양후이런"
"2013.12.14","박지은","오정아"
"2013.12.14","장정핑","헤이자자"
"2013.12.14","스베타(자국)","나탈리아(아마)"
"2013.12.14","위즈잉","왕천싱"
"2013.12.14","조한승","파볼(아마)"
"2013.12.14","김지석","일리야 식신(아마)"
"2013.12.14","박정환","판후이"
"2013.12.14","이세돌","최철한"
"2013.12.13","파볼(아마)","용페이(아마)"
"2013.12.13","일리야 식신(아마)","고대혁(아마)"
"2013.12.13","판후이","양후이런"
"2013.12.13","왕시","린쥔옌"
"2013.12.13","저우루이양","왕위안쥔"
"2013.12.13","판팅위","저우쥔쉰"
"2013.12.13","오정아","후지사와 리나"
"2013.12.13","장정핑","요시다 미카"
"2013.12.13","스베타(자국)","위진(아마)"
"2013.12.13","나탈리아(아마)","BURDAKOVA Dina(아마)"
"2013.12.13","왕천싱","헤이자자"
"2013.12.13","위즈잉","박지은"
"2013.12.13","왕천싱","후지사와 리나"
"2013.12.13","위즈잉","요시다 미카"
"2013.12.13","박정환","후지타 아키히코"
"2013.12.13","조한승","쓰루타 가즈시"
"2013.12.13","김지석","히라타 도모야"
"2013.12.13","박지은","장정핑"
"2013.12.13","헤이자자","오정아"
"2013.12.12","쓰루타 가즈시","파볼(아마)"
"2013.12.12","히라타 도모야","일리야 식신(아마)"
"2013.12.12","후지타 아키히코","판후이"
"2013.12.12","왕시","용페이(아마)"
"2013.12.12","저우루이양","고대혁(아마)"
"2013.12.12","판팅위","양후이런"
"2013.12.12","후지사와 리나","스베타(자국)"
"2013.12.12","위즈잉","BURDAKOVA Dina(아마)"
"2013.12.12","장정핑","나탈리아(아마)"
"2013.12.12","오정아","위진(아마)"
"2013.12.12","김지석","왕위안쥔"
"2013.12.12","린쥔옌","조한승"
"2013.12.12","박정환","저우쥔쉰"
"2013.12.12","신진서","김진휘"
"2013.12.11","최철한","박정근"
"2013.12.11","최규병","서봉수"
"2013.12.11","조훈현","서능욱"
"2013.12.11","탕웨이싱","이세돌"
"2013.12.10","나 현","이동훈"
"2013.12.10","탕웨이싱","이세돌"
"2013.12.09","최철한","손근기"
"2013.12.09","이희성","원성진"
"2013.12.09","한상훈","강지성"
"2013.12.07","김지석","장쉬"
"2013.12.06","장쉬","천야오예"
"2013.12.06","미위팅","구리"
"2013.12.05","서봉수","이영신"
"2013.12.05","조훈현","현미진"
"2013.12.05","천야오예","최철한"
"2013.12.04","천야오예","유키 사토시"
"2013.12.04","미위팅","구리"
"2013.12.03","조한승","이세돌"
"2013.12.03","강지성","이창호"
"2013.12.03","박정환","원성진"
"2013.12.03","천야오예","강동윤"
"2013.12.02","미위팅","구리"
"2013.12.02","박정환","신진서"
"2013.12.02","강동윤","고노린"
"2013.12.01","이호범","안성준"
"2013.12.01","홍성지","온소진"
"2013.11.30","구리","미위팅"
"2013.11.30","박정환","이세돌"
"2013.11.30","강유택","홍기표"
"2013.11.30","김정현","한웅규"
"2013.11.29","이세돌","홍성지"
"2013.11.28","나 현","리캉"
"2013.11.28","이세돌","판팅위"
"2013.11.28","최철한","스웨"
"2013.11.28","박정환","롄샤오"
"2013.11.28","김정현","안성준"
"2013.11.28","한웅규","이호범"
"2013.11.28","강유택","홍기표"
"2013.11.28","박승화","김진휘"
"2013.11.27","양우석","마리야"
"2013.11.27","김진휘","백찬희"
"2013.11.27","최영찬","최 정"
"2013.11.27","변상일","한승주"
"2013.11.27","신민준","설현준"
"2013.11.27","이동훈","김채영"
"2013.11.27","전영규","김혜민"
"2013.11.27","최규병","김동면"
"2013.11.27","서능욱","정대상"
"2013.11.26","변상일","이동휘"
"2013.11.26","설현준","황재연"
"2013.11.26","이동훈","오유진"
"2013.11.26","박승화","강동윤"
