"date","winner","loser"
"2010.12.31","온소진","최기훈"
"2010.12.31","윤찬희","서건우"
"2010.12.31","이희성","송태곤"
"2010.12.30","박승현","김수용"
"2010.12.30","김승재","박영훈"
"2010.12.30","백홍석","박지은"
"2010.12.29","허영호","김혜민"
"2010.12.29","이원영","박정상"
"2010.12.29","김형우","백대현"
"2010.12.29","원성진","김지석"
"2010.12.29","조혜연","박지은"
"2010.12.29","강유택","진동규"
"2010.12.29","최철한","최병환"
"2010.12.28","강유택","안성준"
"2010.12.28","최철한","박승현"
"2010.12.27","허영호","이재웅"
"2010.12.27","박정환","진시영"
"2010.12.27","원성진","김동호"
"2010.12.27","최철한","이태현"
"2010.12.27","김수용","조혜연"
"2010.12.26","강동윤","홍성지"
"2010.12.26","이영구","이태현"
"2010.12.26","박정환","진시영"
"2010.12.25","이재웅","안형준"
"2010.12.25","고근태","유재호"
"2010.12.24","김기용","한웅규"
"2010.12.24","김정현","박승화"
"2010.12.24","홍민표","윤준상"
"2010.12.24","조혜연","이세돌"
"2010.12.24","최철한","김지석"
"2010.12.24","조훈현","서봉수"
"2010.12.23","허영호","안조영"
"2010.12.23","조훈현","목진석"
"2010.12.22","목진석","유창혁"
"2010.12.22","김지석","최철한"
"2010.12.22","조훈현","서봉수"
"2010.12.21","강동윤","원성진"
"2010.12.21","최철한","양재호"
"2010.12.21","이세돌","김철중"
"2010.12.20","박영훈","홍민표"
"2010.12.20","김지석","조훈현"
"2010.12.20","강창배","김현섭"
"2010.12.20","박정환","류동완"
"2010.12.20","류재형","김진우"
"2010.12.20","박정상","최병환"
"2010.12.20","윤지희","박지연"
"2010.12.20","안형준","강지성"
"2010.12.20","박승화","윤준상"
"2010.12.20","김세동","서중휘"
"2010.12.20","윤찬희","이상훈(小)"
"2010.12.20","김주호","진시영"
"2010.12.20","강동윤","김형우"
"2010.12.20","염정훈","이용수"
"2010.12.20","박시열","홍기표"
"2010.12.20","최명훈","박승철"
"2010.12.20","김정현","현미진"
"2010.12.20","목진석","안달훈"
"2010.12.20","주형욱","김수용"
"2010.12.20","이세돌","이창호"
"2010.12.19","이태현","이춘규"
"2010.12.19","고근태","박시열"
"2010.12.19","이세돌","이원도"
"2010.12.18","이영구","류싱"
"2010.12.18","박정환","한상훈"
"2010.12.18","안국현","홍성지"
"2010.12.17","김주호","박영훈"
"2010.12.17","온소진","진시영"
"2010.12.17","유재호","백홍석"
"2010.12.17","이상훈(小)","허 진"
"2010.12.17","윤찬희","최규병"
"2010.12.17","김주호","유창혁"
"2010.12.17","진시영","이정원"
"2010.12.17","박승현","홍민표"
"2010.12.17","강동윤","유재성"
"2010.12.17","김형우","박병규"
"2010.12.17","염정훈","장건현"
"2010.12.17","이용수","김혜림"
"2010.12.17","홍기표","김 원"
"2010.12.17","박시열","김동호"
"2010.12.17","박승철","양상국"
"2010.12.17","최명훈","서봉수"
"2010.12.17","김정현","윤성현"
"2010.12.17","안달훈","김강근"
"2010.12.17","목진석","나 현"
"2010.12.17","강창배","박지은"
"2010.12.17","김현섭","안조영"
"2010.12.17","류동완","김대용"
"2010.12.17","박정환","안국현"
"2010.12.17","김진우","유재호"
"2010.12.17","류재형","한해원"
"2010.12.17","박정상","송태곤"
"2010.12.17","최병환","장명한"
"2010.12.17","한웅규","김만수"
"2010.12.17","윤지희","서무상"
"2010.12.17","박지연","김승재"
"2010.12.17","강지성","김수진"
"2010.12.17","안형준","박진열"
"2010.12.17","박승화","황진형"
"2010.12.17","서중휘","최철한"
"2010.12.17","김세동","류민형"
"2010.12.16","강지성","김성룡"
