"date","winner","loser"
"2012.12.26","서봉수","강 훈(大)"
"2012.12.26","이세돌","백홍석"
"2012.12.25","유창혁","김혜민"
"2012.12.24","나 현","김대희"
"2012.12.24","이창호","이세돌"
"2012.12.24","허영호","박승철"
"2012.12.24","박정환","판팅위"
"2012.12.22","판팅위","박정환"
"2012.12.21","이세돌","백홍석"
"2012.12.20","이세돌","백홍석"
"2012.12.18","김승재","윤준상"
"2012.12.18","백홍석","이세돌"
"2012.12.17","이영구","최명훈"
"2012.12.17","백홍석","이세돌"
"2012.12.16","리허","루이나이웨이(국내)"
"2012.12.16","최철한","강동윤"
"2012.12.16","이세돌","백홍석"
"2012.12.15","조한승","고근태"
"2012.12.15","헤이자자","나탈리아(아마)"
"2012.12.15","루이나이웨이(국내)","최 정"
"2012.12.15","최 정","헤이자자"
"2012.12.15","루이나이웨이(국내)","나탈리아(아마)"
"2012.12.15","강동윤","박정환"
"2012.12.15","린즈한","천야오예"
"2012.12.15","강동윤","린즈한"
"2012.12.15","천야오예","박정환"
"2012.12.14","헤이자자","박지은"
"2012.12.14","최 정","무카이 치아키"
"2012.12.14","나탈리아(아마)","Vanessa Wong(아마)"
"2012.12.14","리허","루이나이웨이(국내)"
"2012.12.14","박정환","장웨이제"
"2012.12.14","강동윤","후지타 아키히코"
"2012.12.14","린즈한","린쥔옌"
"2012.12.14","최철한","천야오예"
"2012.12.13","Vanessa Wong(아마)","리타 포스카이(아마)"
"2012.12.13","나탈리아(아마)","Irene SHA(아마)"
"2012.12.13","헤이자자","오쿠다 아야"
"2012.12.13","무카이 치아키","쑤성팡"
"2012.12.13","리허","최 정"
"2012.12.13","루이나이웨이(국내)","박지은"
"2012.12.13","장웨이제","무라카와 다이스케"
"2012.12.13","후지타 아키히코","우치다 슈헤이"
"2012.12.13","린쥔옌","퉈자시"
"2012.12.13","린즈한","차바메로(아마)"
"2012.12.13","최철한","강동윤"
"2012.12.13","천야오예","박정환"
"2012.12.13","리허","오쿠다 아야"
"2012.12.13","최 정","헤이자자"
"2012.12.13","루이나이웨이(국내)","무카이 치아키"
"2012.12.13","박지은","쑤성팡"
"2012.12.13","차바메로(아마)","Jan HORA(아마)"
"2012.12.13","이세돌","구리"
"2012.12.13","린즈한","페르난도 아길라"
"2012.12.13","린쥔옌","Tianyu LIN(아마)"
"2012.12.13","퉈자시","일리야 식신(아마)"
"2012.12.13","강동윤","장웨이제"
"2012.12.13","최철한","무라카와 다이스케"
"2012.12.13","천야오예","후지타 아키히코"
"2012.12.13","박정환","우치다 슈헤이"
"2012.12.12","오쿠다 아야","리타 포스카이(아마)"
"2012.12.12","최 정","Vanessa Wong(아마)"
"2012.12.12","루이나이웨이(국내)","나탈리아(아마)"
"2012.12.12","쑤성팡","Irene SHA(아마)"
"2012.12.12","장웨이제","Tianyu LIN(아마)"
"2012.12.12","강동윤","린쥔옌"
"2012.12.12","최철한","퉈자시"
"2012.12.12","무라카와 다이스케","일리야 식신(아마)"
"2012.12.12","후지타 아키히코","린즈한"
"2012.12.12","천야오예","페르난도 아길라"
"2012.12.12","우치다 슈헤이","Jan HORA(아마)"
"2012.12.12","박정환","차바메로(아마)"
"2012.12.12","구리","이세돌"
"2012.12.12","서봉수","정수현"
"2012.12.12","강 훈(大)","김일환"
"2012.12.11","백홍석","한상훈"
"2012.12.11","이세돌","구리"
"2012.12.10","박승철","최병환"
"2012.12.10","한태희","백대현"
"2012.12.10","강동윤","윤준상"
"2012.12.10","최철한","조훈현"
"2012.12.10","백홍석","변상일"
"2012.12.10","박정환","원성진"
"2012.12.06","천야오예","장웨이제"
"2012.12.06","이세돌","쿵제"
"2012.12.05","조한승","최철한"
"2012.12.04","한종진","서봉수"
"2012.12.04","한웅규","김대용"
"2012.12.04","쿵제","김지석"
"2012.12.04","장웨이제","원성진"
"2012.12.04","이영구","박영훈"
"2012.12.04","백홍석","백성호"
"2012.12.04","이세돌","파오원야오"
"2012.12.04","천야오예","박정환"
"2012.12.03","윤준상","진시영"
"2012.12.03","이태현","이현호"
"2012.12.03","이영구","유창혁"
"2012.12.03","조한승","최철한"
"2012.12.01","원성진","판팅위"
"2012.12.01","장타오(濤)","이영구"
"2012.12.01","김지석","류싱"
"2012.12.01","왕하오양","조한승"
"2012.12.01","최철한","무라카와 다이스케"
"2012.11.30","이세돌","조혜연"
"2012.11.30","최철한","왕시"
"2012.11.30","이창호","이희성"
"2012.11.29","박정환","퉈자시"
"2012.11.29","안관욱","조훈현"
"2012.11.29","서능욱","조대현"
"2012.11.29","최철한","이범진"
"2012.11.29","이영구","김만수"
"2012.11.29","왕시","안자이 노부아키"
"2012.11.28","이동훈","허영호"
"2012.11.28","이지현(남)","변상일"
"2012.11.28","김정현","조경호"
"2012.11.28","나 현","양 건"
"2012.11.28","왕시","김지석"
"2012.11.27","김혜민","옥득진"
"2012.11.27","최명훈","김기원"
"2012.11.27","김지석","강지성"
"2012.11.27","최철한","윤준상"
"2012.11.27","왕시","후지타 아키히코"
"2012.11.26","조한승","김성룡"
"2012.11.26","최철한","신민준"
"2012.11.26","조경호","이재웅"
"2012.11.26","이영구","주형욱"
"2012.11.26","변상일","목진석"
"2012.11.26","나 현","김지석"
"2012.11.26","원성진","안달훈"
"2012.11.26","박정환","허영호"
"2012.11.26","이원영","박지은"
"2012.11.26","이춘규","류수항"
"2012.11.26","이원도","유경민"
"2012.11.26","이현호","양우석"
"2012.11.26","황재연","손근기"
"2012.11.26","허 진","박민규"
"2012.11.26","류민형","김세동"
"2012.11.26","안성준","윤준상"
"2012.11.26","안조영","최명훈"
"2012.11.26","한웅규","최기훈"
"2012.11.26","후지타 아키히코","이호범"
"2012.11.24","후야오위","이영구"
"2012.11.24","스웨","박정환"
"2012.11.24","펑취안","원성진"
"2012.11.24","조한승","후웨펑"
"2012.11.24","김승재","김주호"
"2012.11.23","이원영","김영삼"
"2012.11.23","박지은","이상훈(小)"
"2012.11.23","김승재","김현섭"
"2012.11.23","김주호","이상헌"
"2012.11.23","류수항","서무상"
"2012.11.23","이춘규","민상연"
"2012.11.23","이원도","전영규"
"2012.11.23","유경민","김동면"
"2012.11.23","이현호","정두호"
"2012.11.23","양우석","이형로"
"2012.11.23","손근기","김혜민"
"2012.11.23","황재연","박영롱"
"2012.11.23","허영호","서능욱"
"2012.11.23","이동훈","서중휘"
"2012.11.23","변상일","이용수"
"2012.11.23","이지현(남)","정수현"
"2012.11.23","유창혁","한태희"
"2012.11.23","박민규","이상철"
"2012.11.23","허 진","박승화"
"2012.11.23","고근태","박승철"
"2012.11.23","류민형","이슬아"
"2012.11.23","김세동","강승민"
"2012.11.23","안성준","김수진"
"2012.11.23","윤준상","조혜연"
"2012.11.23","조경호","최규병"
"2012.11.23","김정현","윤성현"
"2012.11.23","김지석","김강근"
"2012.11.23","강지성","김동엽"
"2012.11.23","양 건","서봉수"
"2012.11.23","나 현","한상훈"
"2012.11.23","안조영","진시영"
"2012.11.23","최명훈","권형진"
"2012.11.23","한웅규","이성재"
"2012.11.23","최기훈","김현찬"
"2012.11.23","이범진","박지훈(大)"
"2012.11.23","이세돌","최철한"
"2012.11.22","이영구","윤성현"
"2012.11.22","안달훈","김수장"
