"date","winner","loser"
"2015.12.31","커제","이세돌"
"2015.12.30","이세돌","커제"
"2015.12.29","신진서","김누리"
"2015.12.24","박정환","조한승"
"2015.12.22","신진서","김명훈"
"2015.12.21","조경호","박진영"
"2015.12.21","최영찬","김혜민"
"2015.12.21","이슬아","김수진"
"2015.12.21","권효진(여)","황진형"
"2015.12.21","김민규","김덕규"
"2015.12.21","박건호","안정기"
"2015.12.21","최재영","김채영"
"2015.12.21","유오성","박하민"
"2015.12.21","홍기표","장명한"
"2015.12.21","이민진","송지훈"
"2015.12.21","한승주","김종준"
"2015.12.21","김강민","김선호"
"2015.12.21","박지연","김기헌"
"2015.12.21","이현욱","안국현"
"2015.12.21","백찬희","박정근"
"2015.12.21","박경근","이영주"
"2015.12.21","박민규","현미진"
"2015.12.21","이동휘","최문용"
"2015.12.21","박준석","류수항"
"2015.12.21","서중휘","이형진"
"2015.12.21","이창석","김정현"
"2015.12.21","유재호","최현재"
"2015.12.21","설현준","김나현"
"2015.12.21","송혜령","박태희"
"2015.12.21","안성준","이기섭"
"2015.12.21","안관욱","고재희"
"2015.12.21","박승화","박시열"
"2015.12.21","옥득진","이유진"
"2015.12.21","강승민","박종훈"
"2015.12.21","윤찬희","박상진"
"2015.12.21","서건우","이정원"
"2015.12.21","변상일","강우혁"
"2015.12.21","김종수","김지명"
"2015.12.21","이원도","김대용"
"2015.12.21","홍무진","이봉근"
"2015.12.21","신민준","이태현"
"2015.12.21","김기용","차수권"
"2015.12.21","신윤호","이현준"
"2015.12.21","최원용","이영신"
"2015.12.21","이호범","박재근"
"2015.12.21","오유진","김다영"
"2015.12.21","김준영","김남훈"
"2015.12.21","온소진","김준석"
"2015.12.21","김성래","김민희"
"2015.12.21","황재연","김민호"
"2015.12.21","신민준","이태현"
"2015.12.21","김기용","차수권"
"2015.12.21","신윤호","이현준"
"2015.12.21","최원용","이영신"
"2015.12.21","이호범","박재근"
"2015.12.21","오유진","김다영"
"2015.12.21","김준영","김남훈"
"2015.12.21","온소진","김준석"
"2015.12.21","김성래","김민희"
"2015.12.21","황재연","김민호"
"2015.12.21","최병환","배준희"
"2015.12.21","오장욱","최 정"
"2015.12.21","오정아","정두호"
"2015.12.21","김동호","이상헌"
"2015.12.21","송상훈","강승희"
"2015.12.21","강창배","김신영"
"2015.12.21","신진서","김명훈"
"2015.12.19","천스위안","요다 노리모토"
"2015.12.19","위정치","린쥔옌"
"2015.12.19","쑤야오궈","린위샹"
"2015.12.19","구리","왕리청"
"2015.12.19","창하오","조치훈"
"2015.12.19","녜웨이핑","고바야시 고이치"
"2015.12.19","박영훈","김지석"
"2015.12.19","이동훈","최철한"
"2015.12.19","박정환","이세돌"
"2015.12.18","린쥔옌","왕리청"
"2015.12.18","천스위안","고바야시 고이치"
"2015.12.18","조치훈","린리샹"
"2015.12.18","이동훈","구리"
"2015.12.18","김지석","창하오"
"2015.12.18","박정환","녜웨이핑"
"2015.12.18","최철한","저우루이양"
"2015.12.18","스웨","박영훈"
"2015.12.18","커제","이세돌"
"2015.12.18","저우루이양","이동훈"
"2015.12.18","스웨","김지석"
"2015.12.18","커제","박정환"
"2015.12.18","구리","최철한"
"2015.12.18","박영훈","창하오"
"2015.12.18","이세돌","녜웨이핑"
"2015.12.18","이호범","이형진"
"2015.12.18","최 정","강창배"
"2015.12.18","황진형","최문용"
"2015.12.18","박진영","박태희"
"2015.12.18","박종훈","박상진"
"2015.12.18","김채영","김선호"
"2015.12.18","신민준","이동휘"
"2015.12.18","김대용","김강민"
"2015.12.18","김누리","현미진"
"2015.12.18","홍무진","김수진"
