"date","winner","loser"
"2007.12.29","조대현","노준환"
"2007.12.28","배준희","김수장"
"2007.12.28","김대용","장수영"
"2007.12.28","이용수","김은선"
"2007.12.28","진동규","박정상"
"2007.12.28","최기훈","이성재"
"2007.12.28","박정환","박소현"
"2007.12.28","이현호","김형우"
"2007.12.28","김진우","윤지희"
"2007.12.28","온소진","윤찬희"
"2007.12.28","한상훈","홍민표"
"2007.12.28","송태곤","윤현석"
"2007.12.28","이재웅","김수진"
"2007.12.28","강동윤","김강근"
"2007.12.28","한종진","김수용"
"2007.12.28","김지석","박지훈(大)"
"2007.12.28","김승준","박지연"
"2007.12.28","허영호","권오민"
"2007.12.28","윤성현","김형환"
"2007.12.28","윤준상","이영구"
"2007.12.28","백홍석","안조영"
"2007.12.28","유재성","현미진"
"2007.12.28","윤찬희","최명훈"
"2007.12.28","박정환","김동면"
"2007.12.28","박정상","이상훈(小)"
"2007.12.28","배준희","루이나이웨이(국내)"
"2007.12.28","김대용","김효정"
"2007.12.28","김진우","김효곤"
"2007.12.28","최철한","양 건"
"2007.12.28","김수장","이다혜"
"2007.12.28","최기훈","조경호"
"2007.12.28","이용수","웨량"
"2007.12.28","이성재","이정원"
"2007.12.28","김은선","서중휘"
"2007.12.28","진동규","고근태"
"2007.12.28","박소현","이정우"
"2007.12.28","김형우","양재호"
"2007.12.28","장수영","조혜연"
"2007.12.28","이현호","주형욱"
"2007.12.28","윤지희","김찬우"
"2007.12.28","온소진","권형진"
"2007.12.28","한상훈","강유택"
"2007.12.28","홍민표","이태현"
"2007.12.28","송태곤","김종수"
"2007.12.28","윤현석","정수현"
"2007.12.28","김수진","김광식"
"2007.12.28","이재웅","이하진"
"2007.12.28","강동윤","김대희"
"2007.12.28","김강근","이용찬"
"2007.12.28","한종진","김기용"
"2007.12.28","김수용","이현욱"
"2007.12.28","김지석","한철균"
"2007.12.28","박지훈(大)","공병주"
"2007.12.28","김승준","윤기현"
"2007.12.28","박지연","이민진"
"2007.12.28","권오민","이지현(여)"
"2007.12.28","허영호","김성룡"
"2007.12.28","윤성현","김혜민"
"2007.12.28","이영구","서능욱"
"2007.12.28","윤준상","백흥수"
"2007.12.28","유재성","이홍열"
"2007.12.28","현미진","옥득진"
"2007.12.28","안조영","박승철"
"2007.12.28","양 건","백지희"
"2007.12.28","최철한","박병규"
"2007.12.27","김수장","정동식"
"2007.12.27","이다혜","정대상"
"2007.12.27","루이나이웨이(국내)","양상국"
"2007.12.27","배준희","김 인"
"2007.12.27","김대용","이강욱"
"2007.12.27","김효정","김철중"
"2007.12.27","조혜연","장주주(국내)"
"2007.12.27","장수영","권효진(여)"
"2007.12.27","이용수","최규병"
"2007.12.27","웨량","한해원"
"2007.12.27","김은선","윤영민"
"2007.12.27","서중휘","심종식"
"2007.12.27","박정상","이원도"
"2007.12.27","이상훈(小)","김선미"
"2007.12.27","고근태","홍기표"
"2007.12.27","진동규","이희성"
"2007.12.27","이정원","박승문"
"2007.12.27","이성재","문명근"
"2007.12.27","조경호","이형로"
"2007.12.27","최기훈","박지훈(小)"
"2007.12.27","김동면","이관철"
"2007.12.27","박소현","천풍조"
"2007.12.27","이정우","박승화"
"2007.12.27","양재호","이봉근"
"2007.12.27","김형우","강 훈(大)"
"2007.12.27","주형욱","김태향"
"2007.12.27","김진우","이상훈(大)"
"2007.12.27","김효곤","김덕규"
"2007.12.27","윤지희","배윤진"
"2007.12.27","김찬우","김민희"
"2007.12.27","최명훈","최원용"
"2007.12.27","윤찬희","박영찬"
"2007.12.27","권형진","김진훈"
"2007.12.27","온소진","유재호"
"2007.12.27","한상훈","진시영"
"2007.12.27","강유택","차수권"
"2007.12.27","이태현","김세실"
"2007.12.27","홍민표","김선호"
"2007.12.27","김종수","전영규"
"2007.12.27","송태곤","윤종섭"
"2007.12.27","윤현석","김영삼"
"2007.12.27","정수현","윤재웅"
"2007.12.27","장수영","윤 혁"
"2007.12.27","진동규","김승재"
"2007.12.27","박승화","박지은"
"2007.12.27","김민희","김기헌"
"2007.12.27","홍민표","남치형"
"2007.12.27","백홍석","기권승"
"2007.12.27","현미진","하호정"
"2007.12.27","현미진","조영숙"
"2007.12.26","한철균","유건재"
"2007.12.26","박병규","고재희"
"2007.12.26","기권승","오규철"
"2007.12.26","기권승","노준환"
"2007.12.26","김형환","하찬석"
"2007.12.26","박정환","강만우"
"2007.12.26","이현호","김 원"
"2007.12.26","김수진","박상돈"
"2007.12.26","김광식","김주호"
"2007.12.26","이하진","황원준"
"2007.12.26","이재웅","백대현"
"2007.12.26","김대희","이영신"
"2007.12.26","강동윤","김성래"
"2007.12.26","이용찬","김명완"
"2007.12.26","김강근","김일환"
"2007.12.26","김기용","허장회"
"2007.12.26","한종진","서무상"
"2007.12.26","이현욱","박종열"
"2007.12.26","김수용","염정훈"
"2007.12.26","김지석","최창원"
"2007.12.26","박지훈(大)","나종훈"
"2007.12.26","공병주","권갑용"
"2007.12.26","김승준","조대현"
"2007.12.26","윤기현","김석흥"
"2007.12.26","박지연","류재형"
"2007.12.26","이민진","유병호"
"2007.12.26","이지현(여)","김만수"
"2007.12.26","권오민","홍성지"
"2007.12.26","허영호","이슬아"
"2007.12.26","김성룡","장두진"
"2007.12.26","하찬석","임순택"
"2007.12.26","김형환","박진열"
"2007.12.26","윤성현","안관욱"
"2007.12.26","김혜민","김동엽"
"2007.12.26","이영구","원성진"
"2007.12.26","이민진","유병호"
"2007.12.26","이지현(여)","김만수"
"2007.12.26","권오민","홍성지"
"2007.12.26","허영호","이슬아"
"2007.12.26","김성룡","장두진"
"2007.12.26","하찬석","임순택"
"2007.12.26","김형환","박진열"
"2007.12.26","윤성현","안관욱"
"2007.12.26","김혜민","김동엽"
"2007.12.26","이영구","원성진"
"2007.12.26","서능욱","김재구"
"2007.12.26","백흥수","김준영"
"2007.12.26","윤준상","서봉수"
"2007.12.26","이홍열","이기섭"
"2007.12.26","유재성","김종준"
"2007.12.26","옥득진","유창혁"
"2007.12.26","박승철","이상철"
"2007.12.26","안조영","최문용"
"2007.12.26","백홍석","손근기"
"2007.12.26","백지희","고수아"
"2007.12.26","양 건","김영환"
"2007.12.26","최철한","권경언"
"2007.12.26","이재웅","박성수"
"2007.12.26","김수용","조연우"
"2007.12.26","유병호","김학수(大)"
"2007.12.26","김혜민","홍장식"
"2007.12.26","고재희","장명한"
"2007.12.24","원성진","이현욱"
"2007.12.24","허영호","홍성지"
"2007.12.24","허영호","박정상"
"2007.12.23","홍민표","조한승"
"2007.12.22","이세돌","셰허"
"2007.12.22","김지석","홍성지"
"2007.12.22","허영호","목진석"
"2007.12.21","박정환","이용수"
"2007.12.21","원성진","전영규"
"2007.12.21","홍민표","윤찬희"
"2007.12.21","홍성지","김수용"
"2007.12.21","홍성지","김지석"
"2007.12.20","원성진","윤준상"
"2007.12.20","박정상","윤현석"
"2007.12.20","허영호","홍성지"
"2007.12.20","김지석","최원용"
"2007.12.19","조한승","이영구"
"2007.12.19","목진석","김형우"
"2007.12.18","김주호","김형환"
"2007.12.18","허영호","진시영"
"2007.12.18","허영호","목진석"
"2007.12.18","김승재","백홍석"
"2007.12.18","홍민표","김지석"
"2007.12.18","원성진","강동윤"
"2007.12.17","박영훈","이세돌"
"2007.12.17","루이나이웨이(국내)","김은선"
"2007.12.15","이세돌","류싱"
"2007.12.15","목진석","진동규"
"2007.12.14","홍성지","김주호"
"2007.12.14","조한승","조훈현"
"2007.12.14","박영훈","서봉수"
"2007.12.13","목진석","강동윤"
"2007.12.12","박소현","이민진"
"2007.12.12","박정상","김진우"
"2007.12.12","김수용","이영구"
"2007.12.12","박영훈","이세돌"
"2007.12.11","원성진","이현욱"
"2007.12.11","주형욱","윤준상"
"2007.12.11","강동윤","안조영"
"2007.12.11","이영구","이성재"
"2007.12.11","김수용","최기훈"
"2007.12.11","홍성지","조경호"
"2007.12.11","김지석","최원용"
"2007.12.11","이성재","이태현"
"2007.12.11","이영구","김대용"
"2007.12.11","최기훈","이원도"
"2007.12.11","김수용","윤성현"
"2007.12.11","조경호","윤현석"
"2007.12.11","홍성지","주형욱"
"2007.12.11","최원용","원성진"
"2007.12.11","진시영","강지성"
"2007.12.11","김진우","송태곤"
"2007.12.11","박정상","강유택"
"2007.12.11","허영호","김영삼"
"2007.12.11","강지성","류재형"
"2007.12.11","진시영","최명훈"
"2007.12.11","송태곤","김주호"
"2007.12.11","김진우","한종진"
"2007.12.11","박정상","온소진"
"2007.12.11","강유택","배준희"
"2007.12.11","김지석","이재웅"
"2007.12.11","이민진","윤지희"
"2007.12.11","박소현","이슬아"
"2007.12.11","이민진","배윤진"
"2007.12.11","윤지희","윤영민"
"2007.12.11","박소현","백지희"
"2007.12.11","이슬아","조혜연"
"2007.12.11","강동윤","원성진"
"2007.12.10","강동윤","박승철"
"2007.12.10","원성진","김승준"
"2007.12.10","이민진","이다혜"
"2007.12.10","배윤진","이영신"
"2007.12.10","윤영민","김은선"
"2007.12.10","윤지희","고수아"
"2007.12.10","박소현","이하진"
"2007.12.10","백지희","이지현(여)"
"2007.12.10","조혜연","현미진"
"2007.12.10","이슬아","조연우"
"2007.12.10","이다혜","박지연"
"2007.12.10","이민진","한해원"
"2007.12.10","배윤진","김수진"
"2007.12.10","이영신","김태향"
"2007.12.10","윤영민","김효정"
"2007.12.10","윤지희","김세실"
"2007.12.10","고수아","하호정"
"2007.12.10","이하진","이정원"
"2007.12.10","백지희","박지은"
"2007.12.10","이지현(여)","김선미"
"2007.12.10","조혜연","권효진(여)"
"2007.12.10","이슬아","김혜민"
"2007.12.10","조연우","김민희"
"2007.12.10","이성재","김형환"
"2007.12.10","이태현","박승화"
"2007.12.10","김대용","박영훈"
"2007.12.10","이영구","유재성"
"2007.12.10","최기훈","옥득진"
"2007.12.10","이원도","이상훈(小)"
"2007.12.10","김수용","이정우"
"2007.12.10","윤성현","공병주"
"2007.12.10","윤현석","백대현"
"2007.12.10","조경호","박지훈(小)"
"2007.12.10","홍성지","권형진"
"2007.12.10","최원용","최문용"
"2007.12.10","이재웅","조한승"
"2007.12.10","김지석","염정훈"
"2007.12.10","김영삼","안영길"
"2007.12.10","허영호","양 건"
"2007.12.10","목진석","전영규"
"2007.12.10","류재형","진동규"
"2007.12.10","강지성","홍민표"
"2007.12.10","진시영","이상훈(大)"
"2007.12.10","최명훈","서중휘"
"2007.12.10","김주호","이희성"
"2007.12.10","송태곤","백홍석"
"2007.12.10","한종진","김찬우"
"2007.12.10","김진우","김강근"
"2007.12.10","온소진","김기용"
"2007.12.10","박정상","김광식"
"2007.12.10","강유택","김성룡"
"2007.12.10","배준희","권오민"
"2007.12.10","이태현","홍장식"
"2007.12.10","김대용","김선호"
"2007.12.10","이영구","김만수"
"2007.12.10","이상훈(小)","박병규"
"2007.12.10","김수용","박정환"
"2007.12.10","윤성현","김형우"
"2007.12.10","윤현석","고근태"
"2007.12.10","조경호","노준환"
"2007.12.10","주형욱","김승재"
"2007.12.10","홍성지","윤재웅"
"2007.12.10","조한승","홍기표"
"2007.12.10","김지석","김환수"
"2007.12.10","김영삼","김대희"
"2007.12.10","허영호","이용수"
"2007.12.10","전영규","이강욱"
"2007.12.10","홍민표","이용찬"
"2007.12.10","진시영","윤찬희"
"2007.12.10","최명훈","유재호"
"2007.12.10","이희성","박지훈(大)"
"2007.12.10","송태곤","윤 혁"
"2007.12.10","한종진","손근기"
"2007.12.10","김진우","김명완"
"2007.12.10","박정상","한상훈"
"2007.12.10","강유택","최철한"
"2007.12.10","배준희","서무상"
"2007.12.10","이세돌","윤준상"
"2007.12.07","박승철","권형진"
"2007.12.07","김형환","박지연"
"2007.12.07","권효진(여)","윤지희"
"2007.12.07","조훈현","백홍석"
"2007.12.07","김주호","박승화"
"2007.12.07","배준희","윤현석"
"2007.12.07","강동윤","이세돌"
"2007.12.06","윤현석","박지은"
"2007.12.06","백홍석","원성진"
"2007.12.06","이창호","고근태"
"2007.12.06","목진석","이정우"
"2007.12.05","유창혁","배준희"
"2007.12.05","박영훈","이세돌"
"2007.12.05","홍성지","진동규"
"2007.12.05","박정환","강유택"
"2007.12.04","박지은","윤영민"
"2007.12.04","원성진","강동윤"
"2007.12.04","목진석","조대현"
"2007.12.03","한상훈","온소진"
"2007.12.03","이슬아","현미진"
"2007.12.03","김세실","이다혜"
"2007.12.03","박지은","고수아"
"2007.12.03","이하진","윤지희"
"2007.12.03","이창호","조한승"
"2007.12.03","이창호","조한승"
"2007.12.02","이세돌","윤준상"
"2007.12.01","창하오","목진석"
"2007.11.30","김기용","최기훈"
"2007.11.30","권형진","한상훈"
"2007.11.30","현미진","하호정"
"2007.11.30","이슬아","이영신"
"2007.11.30","김세실","한해원"
"2007.11.30","이다혜","김효정"
"2007.11.30","박지은","김혜민"
"2007.11.30","고수아","백지희"
"2007.11.30","윤지희","조연우"
