"date","winner","loser"
"2006.12.28","이세돌","고근태"
"2006.12.28","양 건","양재호"
"2006.12.28","이홍열","오규철"
"2006.12.28","백성호","이관철"
"2006.12.28","김일환","정수현"
"2006.12.27","이세돌","김기용"
"2006.12.27","김종준","노영하"
"2006.12.27","권효진(여)","김은선"
"2006.12.27","박지은","이다혜"
"2006.12.27","김세실","윤지희"
"2006.12.27","루이나이웨이(국내)","이하진"
"2006.12.27","김형우","박승화"
"2006.12.27","온소진","김대용"
"2006.12.27","백홍석","송태곤"
"2006.12.27","이영구","최원용"
"2006.12.27","이희성","유재호"
"2006.12.27","김지석","김형환"
"2006.12.27","강동윤","조한승"
"2006.12.27","안조영","윤현석"
"2006.12.27","최규병","김광식"
"2006.12.27","목진석","박병규"
"2006.12.27","이현욱","홍장식"
"2006.12.27","안달훈","김명완"
"2006.12.27","유재성","김승준"
"2006.12.27","양 건","최문용"
"2006.12.27","김종준","윤종섭"
"2006.12.27","양재호","한종진"
"2006.12.27","이홍열","박상돈"
"2006.12.27","오규철","문명근"
"2006.12.27","이관철","김동면"
"2006.12.27","백성호","이봉근"
"2006.12.27","정수현","장수영"
"2006.12.27","김일환","고재희"
"2006.12.27","노영하","이상철"
"2006.12.26","이영구","권효진(여)"
"2006.12.26","권효진(여)","조영숙"
"2006.12.26","김은선","이지현(여)"
"2006.12.26","박지은","조혜연"
"2006.12.26","이다혜","현미진"
"2006.12.26","김세실","이영신"
"2006.12.27","백성호","이봉근"
"2006.12.27","정수현","장수영"
"2006.12.27","김일환","고재희"
"2006.12.27","노영하","이상철"
"2006.12.26","이영구","권효진(여)"
"2006.12.26","권효진(여)","조영숙"
"2006.12.26","김은선","이지현(여)"
"2006.12.26","박지은","조혜연"
"2006.12.26","이다혜","현미진"
"2006.12.26","김세실","이영신"
"2006.12.26","윤지희","이민진"
"2006.12.26","이하진","고수아"
"2006.12.26","루이나이웨이(국내)","김수진"
"2006.12.26","박승화","김주호"
"2006.12.26","김형우","윤 혁"
"2006.12.26","온소진","김수용"
"2006.12.26","김대용","최기훈"
"2006.12.26","백홍석","진시영"
"2006.12.26","송태곤","이용수"
"2006.12.26","최원용","홍성지"
"2006.12.26","이영구","배준희"
"2006.12.26","이희성","최병환"
"2006.12.26","유재호","조경호"
"2006.12.26","김지석","염정훈"
"2006.12.26","김형환","서중휘"
"2006.12.26","고근태","윤찬희"
"2006.12.26","조한승","홍기표"
"2006.12.26","강동윤","진동규"
"2006.12.26","윤현석","윤성현"
"2006.12.26","안조영","권오민"
"2006.12.26","최규병","최명훈"
"2006.12.26","김광식","박지훈(大)"
"2006.12.26","목진석","김석흥"
"2006.12.26","박병규","박승문"
"2006.12.26","이현욱","김영환"
"2006.12.26","홍장식","류재형"
"2006.12.26","안달훈","이정우"
"2006.12.26","김명완","양자패"
"2006.12.26","김승준","이성재"
"2006.12.26","유재성","서무상"
"2006.12.26","한종진","안영길"
"2006.12.26","양재호","김기헌"
"2006.12.26","최문용","노준환"
"2006.12.26","양 건","안관욱"
"2006.12.26","이홍열","홍종현"
"2006.12.26","박상돈","김재구"
"2006.12.26","문명근","김덕규"
"2006.12.26","오규철","천풍조"
"2006.12.26","김동면","심종식"
"2006.12.26","이관철","김학수(大)"
"2006.12.26","백성호","이기섭"
"2006.12.26","이봉근","양상국"
"2006.12.26","정수현","허장회"
"2006.12.26","장수영","정동식"
"2006.12.26","김일환","임순택"
"2006.12.26","고재희","유건재"
"2006.12.26","노영하","박종열"
"2006.12.26","이상철","한철균"
"2006.12.26","윤종섭","유병호"
"2006.12.26","김종준","최창원"
"2006.12.22","김은선","김민희"
"2006.12.22","권효진(여)","스베타(객원)"
"2006.12.22","조영숙","김태향"
"2006.12.22","박지은","김효정"
"2006.12.22","조혜연","이정원"
"2006.12.22","이다혜","백지희"
"2006.12.22","현미진","박소현"
"2006.12.22","김세실","김혜민"
"2006.12.22","이영신","조연우"
"2006.12.22","이민진","윤영민"
"2006.12.22","윤지희","배윤진"
"2006.12.22","고수아","한해원"
"2006.12.22","이하진","남치형"
"2006.12.22","루이나이웨이(국내)","하호정"
"2006.12.22","김수진","김선미"
"2006.12.22","박승화","원성진"
"2006.12.22","김주호","이재웅"
"2006.12.22","김형우","박정환"
"2006.12.22","온소진","윤재웅"
"2006.12.22","김대용","윤준상"
"2006.12.22","진시영","홍민표"
"2006.12.22","송태곤","옥득진"
"2006.12.22","최원용","서건우"
"2006.12.22","배준희","전영규"
"2006.12.22","최병환","이강욱"
"2006.12.22","이희성","박승철"
"2006.12.22","유재호","김선호"
"2006.12.22","염정훈","박영훈"
"2006.12.22","서중휘","김대희"
"2006.12.22","이세돌","허영호"
"2006.12.22","김기용","손근기"
"2006.12.22","고근태","주형욱"
"2006.12.22","홍기표","김환수"
"2006.12.22","강동윤","김진우"
"2006.12.22","윤성현","공병주"
"2006.12.22","윤현석","김성룡"
"2006.12.22","안조영","백대현"
"2006.12.22","최규병","김영삼"
"2006.12.22","최명훈","김동엽"
"2006.12.22","박지훈(大)","정대상"
"2006.12.22","목진석","강 훈(大)"
"2006.12.22","김석흥","박성수"
"2006.12.22","박병규","장주주(국내)"
"2006.12.22","이현욱","김종수"
"2006.12.22","김영환","김강근"
"2006.12.22","류재형","유창혁"
"2006.12.22","이정우","김만수"
"2006.12.22","안달훈","나종훈"
"2006.12.22","양자패","박영찬"
"2006.12.22","양자패","문용직"
"2006.12.22","김명완","장명한"
"2006.12.22","김승준","김찬우"
"2006.12.22","이성재","이상훈(小)"
"2006.12.22","서무상","김수장"
"2006.12.22","한종진","서능욱"
"2006.12.22","안영길","이상훈(大)"
"2006.12.22","양재호","김성래"
"2006.12.22","최문용","조대현"
"2006.12.22","노준환","권갑용"
"2006.12.22","양 건","강만우"
"2006.12.22","이홍열","차수권"
"2006.12.22","박상돈","권경언"
"2006.12.22","천풍조","김철중"
"2006.12.22","이관철","김준영"
"2006.12.22","양상국","장두진"
"2006.12.22","허장회","윤기현"
"2006.12.22","장수영","황원준"
"2006.12.22","고재희","백흥수"
"2006.12.22","박종열","이형로"
"2006.12.22","이상철","박진열"
"2006.12.22","최창원","김 인"
"2006.12.21","홍성지","한종진"
"2006.12.21","권효진(여)","이영신"
"2006.12.21","이민진","최문용"
"2006.12.21","이세돌","조한승"
"2006.12.20","박지훈(大)","이기섭"
"2006.12.20","이민진","김기헌"
"2006.12.20","권효진(여)","김혜민"
"2006.12.20","한종진","이하진"
"2006.12.20","안조영","이창호"
"2006.12.19","김혜민","이하진"
"2006.12.19","이기섭","김민희"
"2006.12.19","김수진","권효진(여)"
"2006.12.19","이영신","박지은"
"2006.12.19","백홍석","이민진"
"2006.12.19","김주호","온소진"
"2006.12.19","송태곤","이세돌"
"2006.12.19","김혜민","백지희"
"2006.12.19","권효진(여)","배윤진"
"2006.12.19","김수진","이다혜"
"2006.12.19","이하진","박소현"
"2006.12.19","이재웅","염정훈"
"2006.12.19","배준희","윤찬희"
"2006.12.19","허영호","서중휘"
"2006.12.19","진동규","손근기"
"2006.12.19","주형욱","김기용"
"2006.12.19","김수용","최원용"
"2006.12.19","윤 혁","김지석"
"2006.12.19","박승화","옥득진"
"2006.12.18","배윤진","한해원"
"2006.12.18","권효진(여)","김은선"
"2006.12.18","김수진","김세실"
"2006.12.18","이다혜","김효정"
"2006.12.18","김혜민","이민진"
"2006.12.18","백지희","고수아"
"2006.12.18","박소현","조연우"
"2006.12.18","이하진","윤지희"
"2006.12.18","이재웅","이정우"
"2006.12.18","염정훈","박정환"
"2006.12.18","윤찬희","홍장식"
"2006.12.18","배준희","홍기표"
"2006.12.18","허영호","윤재웅"
"2006.12.18","서중휘","김대용"
"2006.12.18","손근기","유재호"
"2006.12.18","진동규","홍민표"
"2006.12.18","주형욱","김진우"
"2006.12.18","김기용","홍성지"
"2006.12.18","최원용","박승철"
"2006.12.18","김수용","이강욱"
"2006.12.18","김지석","서건우"
"2006.12.18","윤 혁","최기훈"
"2006.12.18","박승화","김대희"
"2006.12.18","옥득진","전영규"
"2006.12.18","홍기표","진시영"
"2006.12.18","이하진","김선미"
"2006.12.18","이재웅","이용수"
"2006.12.18","박정환","박병규"
"2006.12.18","서중휘","김형우"
"2006.12.18","홍민표","조경호"
"2006.12.18","김기용","최병환"
"2006.12.18","이강욱","김선호"
"2006.12.18","윤 혁","김환수"
"2006.12.18","옥득진","김형환"
"2006.12.18","백홍석","목진석"
"2006.12.18","온소진","김수용"
"2006.12.17","홍민표","온소진"
"2006.12.17","원성진","최원용"
"2006.12.16","자오서우쉰","김승준"
"2006.12.16","김일환","한철균"
"2006.12.16","최철한","김영삼"
"2006.12.16","이재웅","이영구"
"2006.12.15","윤현석","박병규"
"2006.12.15","최철한","원성진"
"2006.12.15","김성룡","최원용"
"2006.12.14","박정상","온소진"
"2006.12.14","홍민표","김영삼"
