"date","winner","loser"
"2009.12.30","최철한","안조영"
"2009.12.30","강동윤","박정상"
"2009.12.28","이창호","김수장"
"2009.12.28","서봉수","백성호"
"2009.12.25","쑹룽후이","무카이 치아키"
"2009.12.24","무카이 치아키","김혜민"
"2009.12.23","김혜민","차오요우인"
"2009.12.23","루이나이웨이(국내)","이슬아"
"2009.12.23","박정환","김지석"
"2009.12.22","차오요우인","요시하라 유카리"
"2009.12.21","차오요우인","박소현"
"2009.12.20","이창호","강유택"
"2009.12.20","박소현","아오키 기쿠요"
"2009.12.19","저우허양","이영구"
"2009.12.19","최철한","펑리야오"
"2009.12.19","박정환","김지석"
"2009.12.17","박정환","김지석"
"2009.12.17","쿵제","추쥔"
"2009.12.15","주형욱","김형우"
"2009.12.15","쿵제","추쥔"
"2009.12.15","박정환","김지석"
"2009.12.14","이창호","원성진"
"2009.12.14","윤찬희","안조영"
"2009.12.12","펑리야오","이영구"
"2009.12.12","뉴위톈","최철한"
"2009.12.10","이창호","원성진"
"2009.12.09","허영호","김형우"
"2009.12.09","안조영","김동면"
"2009.12.09","조한승","박영훈"
"2009.12.08","이창호","원성진"
"2009.12.07","김수장","이홍열"
"2009.12.07","박승현","조훈현"
"2009.12.07","김지석","안조영"
"2009.12.06","유창혁","김주호"
"2009.12.06","박영훈","윤준상"
"2009.12.05","펑취안","최철한"
"2009.12.05","한웅규","김형우"
"2009.12.05","강유택","홍성지"
"2009.12.05","이영구","김지석"
"2009.12.03","원성진","이창호"
"2009.12.02","박영훈","조한승"
"2009.12.02","이민진","김혜림"
"2009.12.02","이창호","조훈현"
"2009.12.01","백대현","이현욱"
"2009.12.01","김성룡","이재웅"
"2009.12.01","이창호","원성진"
"2009.11.30","이창호","조훈현"
"2009.11.30","강동윤","이정우"
"2009.11.30","박지연","박소현"
"2009.11.28","이영구","펑취안"
"2009.11.28","최철한","왕야오"
"2009.11.28","셰허","김지석"
"2009.11.27","김지석","다카오 신지"
"2009.11.27","박시열","루이나이웨이(국내)"
"2009.11.27","목진석","양재호"
"2009.11.27","박정상","이성재"
"2009.11.26","김지석","딩웨이"
"2009.11.26","강유택","백홍석"
"2009.11.25","김지석","야마시타 게이고"
"2009.11.25","안형준","조한승"
"2009.11.25","이민진","윤지희"
"2009.11.24","백성호","이상훈(大)"
"2009.11.24","최명훈","오규철"
"2009.11.23","윤찬희","이희성"
"2009.11.23","최철한","안조영"
"2009.11.23","허영호","김형우"
"2009.11.23","배준희","김기원"
"2009.11.23","박정환","서중휘"
"2009.11.23","김주호","이상훈(小)"
"2009.11.23","고근태","강동윤"
"2009.11.23","김지석","이용수"
"2009.11.23","김정현","서무상"
"2009.11.23","윤준상","안달훈"
"2009.11.23","류민형","송태곤"
"2009.11.23","유재호","류재형"
"2009.11.23","목진석","백홍석"
"2009.11.23","이춘규","이민진"
"2009.11.23","김기용","윤성현"
"2009.11.23","김윤영","박진솔"
"2009.11.22","한웅규","유창혁"
"2009.11.21","이영구","강유택"
"2009.11.21","홍성지","박영훈"
"2009.11.21","김지석","윤준상"
"2009.11.20","유창혁","이영구"
"2009.11.19","서중휘","조대현"
"2009.11.19","이춘규","서능욱"
"2009.11.19","한웅규","강유택"
"2009.11.19","박영훈","윤준상"
"2009.11.19","김지석","김주호"
"2009.11.19","박정환","최철한"
"2009.11.18","백홍석","온소진"
"2009.11.18","목진석","박정상"
"2009.11.18","백대현","김현섭"
"2009.11.18","이현욱","박지훈(小)"
"2009.11.18","박승현","김준영"
"2009.11.18","조훈현","박지연"
"2009.11.18","이재웅","윤지희"
"2009.11.18","김성룡","홍기표"
"2009.11.18","허영호","최규병"
"2009.11.18","김형우","김승준"
"2009.11.18","이민진","강지성"
"2009.11.18","루이나이웨이(국내)","김철중"
"2009.11.18","박시열","이원도"
"2009.11.18","윤성현","전영규"
"2009.11.18","김기용","허 진"
"2009.11.18","김윤영","김광식"
"2009.11.18","박진솔","한해원"
"2009.11.18","김기원","염정훈"
"2009.11.18","배준희","정대상"
"2009.11.18","박정환","권형진"
"2009.11.18","이상훈(小)","나종훈"
"2009.11.18","김주호","이상철"
"2009.11.18","강동윤","한종진"
"2009.11.18","김지석","최기훈"
"2009.11.18","이용수","조경호"
"2009.11.18","김정현","김효곤"
"2009.11.18","서무상","윤 혁"
"2009.11.18","윤준상","강유택"
